coverage	seqs	seqnames	Type	Chromosome	Position	seq_type
-2	140	2	deletion	2	390	deletion_2
-2	141	2	deletion	2	391	deletion_2
-2	142	2	deletion	2	392	deletion_2
-2	143	2	deletion	2	393	deletion_2
-2	144	2	deletion	2	394	deletion_2
-1	145	2	deletion	2	395	deletion_2
-1	146	2	deletion	2	396	deletion_2
-1	147	2	deletion	2	397	deletion_2
-1	148	2	deletion	2	398	deletion_2
-1	149	2	deletion	2	399	deletion_2
-1	150	2	deletion	2	400	deletion_2
-1	151	2	deletion	2	401	deletion_2
-1	152	2	deletion	2	402	deletion_2
-1	153	2	deletion	2	403	deletion_2
-2	154	2	deletion	2	404	deletion_2
-2	155	2	deletion	2	405	deletion_2
-2	156	2	deletion	2	406	deletion_2
-2	157	2	deletion	2	407	deletion_2
-2	158	2	deletion	2	408	deletion_2
-2	159	2	deletion	2	409	deletion_2
-2	160	2	deletion	2	410	deletion_2
-2	161	2	deletion	2	411	deletion_2
-2	162	2	deletion	2	412	deletion_2
-2	163	2	deletion	2	413	deletion_2
-2	164	2	deletion	2	414	deletion_2
-2	165	2	deletion	2	415	deletion_2
-2	166	2	deletion	2	416	deletion_2
-2	167	2	deletion	2	417	deletion_2
-2	168	2	deletion	2	418	deletion_2
-2	169	2	deletion	2	419	deletion_2
-2	170	2	deletion	2	420	deletion_2
-2	171	2	deletion	2	421	deletion_2
-2	172	2	deletion	2	422	deletion_2
-1	173	2	deletion	2	423	deletion_2
-1	174	2	deletion	2	424	deletion_2
-1	175	2	deletion	2	425	deletion_2
-1	176	2	deletion	2	426	deletion_2
-1	177	2	deletion	2	427	deletion_2
-1	178	2	deletion	2	428	deletion_2
-1	179	2	deletion	2	429	deletion_2
-1	180	2	deletion	2	430	deletion_2
-1	181	2	deletion	2	431	deletion_2
-1	182	2	deletion	2	432	deletion_2
-1	183	2	deletion	2	433	deletion_2
-1	184	2	deletion	2	434	deletion_2
-1	185	2	deletion	2	435	deletion_2
-1	186	2	deletion	2	436	deletion_2
-1	187	2	deletion	2	437	deletion_2
-1	188	2	deletion	2	438	deletion_2
-1	189	2	deletion	2	439	deletion_2
-1	190	2	deletion	2	440	deletion_2
-1	191	2	deletion	2	441	deletion_2
-1	192	2	deletion	2	442	deletion_2
-1	193	2	deletion	2	443	deletion_2
-1	194	2	deletion	2	444	deletion_2
-1	195	2	deletion	2	445	deletion_2
-1	196	2	deletion	2	446	deletion_2
-1	197	2	deletion	2	447	deletion_2
-1	198	2	deletion	2	448	deletion_2
-1	199	2	deletion	2	449	deletion_2
-1	200	2	deletion	2	450	deletion_2
-2	201	2	deletion	2	451	deletion_2
-2	202	2	deletion	2	452	deletion_2
-3	203	2	deletion	2	453	deletion_2
-3	204	2	deletion	2	454	deletion_2
-3	205	2	deletion	2	455	deletion_2
-2	206	2	deletion	2	456	deletion_2
-2	207	2	deletion	2	457	deletion_2
-2	208	2	deletion	2	458	deletion_2
-2	209	2	deletion	2	459	deletion_2
-2	210	2	deletion	2	460	deletion_2
-2	211	2	deletion	2	461	deletion_2
-2	212	2	deletion	2	462	deletion_2
-2	213	2	deletion	2	463	deletion_2
-2	214	2	deletion	2	464	deletion_2
-2	215	2	deletion	2	465	deletion_2
-2	216	2	deletion	2	466	deletion_2
-2	217	2	deletion	2	467	deletion_2
-1	218	2	deletion	2	468	deletion_2
-1	219	2	deletion	2	469	deletion_2
-1	220	2	deletion	2	470	deletion_2
-2	221	2	deletion	2	471	deletion_2
-2	222	2	deletion	2	472	deletion_2
-1	223	2	deletion	2	473	deletion_2
-1	224	2	deletion	2	474	deletion_2
-1	225	2	deletion	2	475	deletion_2
0	226	2	deletion	2	476	deletion_2
0	227	2	deletion	2	477	deletion_2
-1	228	2	deletion	2	478	deletion_2
-1	229	2	deletion	2	479	deletion_2
-1	230	2	deletion	2	480	deletion_2
-1	231	2	deletion	2	481	deletion_2
-1	232	2	deletion	2	482	deletion_2
-1	233	2	deletion	2	483	deletion_2
-1	234	2	deletion	2	484	deletion_2
-1	235	2	deletion	2	485	deletion_2
-1	236	2	deletion	2	486	deletion_2
-1	237	2	deletion	2	487	deletion_2
-1	238	2	deletion	2	488	deletion_2
-1	239	2	deletion	2	489	deletion_2
-1	240	2	deletion	2	490	deletion_2
-1	241	2	deletion	2	491	deletion_2
-1	242	2	deletion	2	492	deletion_2
-1	243	2	deletion	2	493	deletion_2
0	244	2	deletion	2	494	deletion_2
-7	1	3	deletion	3	495	deletion_3
-7	2	3	deletion	3	496	deletion_3
-7	3	3	deletion	3	497	deletion_3
-9	4	3	deletion	3	498	deletion_3
-9	5	3	deletion	3	499	deletion_3
-5	6	3	deletion	3	500	deletion_3
-5	7	3	deletion	3	501	deletion_3
-6	8	3	deletion	3	502	deletion_3
-6	9	3	deletion	3	503	deletion_3
-6	10	3	deletion	3	504	deletion_3
-5	11	3	deletion	3	505	deletion_3
-6	12	3	deletion	3	506	deletion_3
-6	13	3	deletion	3	507	deletion_3
-5	14	3	deletion	3	508	deletion_3
-5	15	3	deletion	3	509	deletion_3
-4	16	3	deletion	3	510	deletion_3
-4	17	3	deletion	3	511	deletion_3
-4	18	3	deletion	3	512	deletion_3
-4	19	3	deletion	3	513	deletion_3
-4	20	3	deletion	3	514	deletion_3
-4	21	3	deletion	3	515	deletion_3
-3	22	3	deletion	3	516	deletion_3
-3	23	3	deletion	3	517	deletion_3
-3	24	3	deletion	3	518	deletion_3
-3	25	3	deletion	3	519	deletion_3
-3	26	3	deletion	3	520	deletion_3
-3	27	3	deletion	3	521	deletion_3
-3	28	3	deletion	3	522	deletion_3
-3	29	3	deletion	3	523	deletion_3
-3	30	3	deletion	3	524	deletion_3
-3	31	3	deletion	3	525	deletion_3
-3	32	3	deletion	3	526	deletion_3
-3	33	3	deletion	3	527	deletion_3
-3	34	3	deletion	3	528	deletion_3
-3	35	3	deletion	3	529	deletion_3
-3	36	3	deletion	3	530	deletion_3
-3	37	3	deletion	3	531	deletion_3
-3	38	3	deletion	3	532	deletion_3
-3	39	3	deletion	3	533	deletion_3
-3	40	3	deletion	3	534	deletion_3
-3	41	3	deletion	3	535	deletion_3
-3	42	3	deletion	3	536	deletion_3
-4	43	3	deletion	3	537	deletion_3
-3	44	3	deletion	3	538	deletion_3
-3	45	3	deletion	3	539	deletion_3
-5	46	3	deletion	3	540	deletion_3
-5	47	3	deletion	3	541	deletion_3
-5	48	3	deletion	3	542	deletion_3
-5	49	3	deletion	3	543	deletion_3
-5	50	3	deletion	3	544	deletion_3
-5	51	3	deletion	3	545	deletion_3
-5	52	3	deletion	3	546	deletion_3
-5	53	3	deletion	3	547	deletion_3
-5	54	3	deletion	3	548	deletion_3
-5	55	3	deletion	3	549	deletion_3
-5	56	3	deletion	3	550	deletion_3
-5	57	3	deletion	3	551	deletion_3
-6	58	3	deletion	3	552	deletion_3
-6	59	3	deletion	3	553	deletion_3
-9	60	3	deletion	3	554	deletion_3
-12	61	3	deletion	3	555	deletion_3
-8	62	3	deletion	3	556	deletion_3
-6	63	3	deletion	3	557	deletion_3
-6	64	3	deletion	3	558	deletion_3
-6	65	3	deletion	3	559	deletion_3
-6	66	3	deletion	3	560	deletion_3
-6	67	3	deletion	3	561	deletion_3
-6	68	3	deletion	3	562	deletion_3
-6	69	3	deletion	3	563	deletion_3
-6	70	3	deletion	3	564	deletion_3
-6	71	3	deletion	3	565	deletion_3
-6	72	3	deletion	3	566	deletion_3
-6	73	3	deletion	3	567	deletion_3
-8	74	3	deletion	3	568	deletion_3
-8	75	3	deletion	3	569	deletion_3
-8	76	3	deletion	3	570	deletion_3
-8	77	3	deletion	3	571	deletion_3
-8	78	3	deletion	3	572	deletion_3
-8	79	3	deletion	3	573	deletion_3
-8	80	3	deletion	3	574	deletion_3
-8	81	3	deletion	3	575	deletion_3
-8	82	3	deletion	3	576	deletion_3
-8	83	3	deletion	3	577	deletion_3
-8	84	3	deletion	3	578	deletion_3
-7	85	3	deletion	3	579	deletion_3
-7	86	3	deletion	3	580	deletion_3
-8	87	3	deletion	3	581	deletion_3
-8	88	3	deletion	3	582	deletion_3
-8	89	3	deletion	3	583	deletion_3
-8	90	3	deletion	3	584	deletion_3
0	91	3	deletion	3	585	deletion_3
0	92	3	deletion	3	586	deletion_3
0	93	3	deletion	3	587	deletion_3
-4	94	3	deletion	3	588	deletion_3
-4	95	3	deletion	3	589	deletion_3
-4	96	3	deletion	3	590	deletion_3
-5	97	3	deletion	3	591	deletion_3
-5	98	3	deletion	3	592	deletion_3
-4	99	3	deletion	3	593	deletion_3
-4	100	3	deletion	3	594	deletion_3
-4	101	3	deletion	3	595	deletion_3
-4	102	3	deletion	3	596	deletion_3
-4	103	3	deletion	3	597	deletion_3
-4	104	3	deletion	3	598	deletion_3
-4	105	3	deletion	3	599	deletion_3
-4	106	3	deletion	3	600	deletion_3
-4	107	3	deletion	3	601	deletion_3
-4	108	3	deletion	3	602	deletion_3
-4	109	3	deletion	3	603	deletion_3
-4	110	3	deletion	3	604	deletion_3
-4	111	3	deletion	3	605	deletion_3
-4	112	3	deletion	3	606	deletion_3
-4	113	3	deletion	3	607	deletion_3
-4	114	3	deletion	3	608	deletion_3
-4	115	3	deletion	3	609	deletion_3
-4	116	3	deletion	3	610	deletion_3
-4	117	3	deletion	3	611	deletion_3
-4	118	3	deletion	3	612	deletion_3
-4	119	3	deletion	3	613	deletion_3
-5	120	3	deletion	3	614	deletion_3
-5	121	3	deletion	3	615	deletion_3
-5	122	3	deletion	3	616	deletion_3
-5	123	3	deletion	3	617	deletion_3
-4	124	3	deletion	3	618	deletion_3
-4	125	3	deletion	3	619	deletion_3
-4	126	3	deletion	3	620	deletion_3
-4	127	3	deletion	3	621	deletion_3
-4	128	3	deletion	3	622	deletion_3
-4	129	3	deletion	3	623	deletion_3
-4	130	3	deletion	3	624	deletion_3
-4	131	3	deletion	3	625	deletion_3
-4	132	3	deletion	3	626	deletion_3
-4	133	3	deletion	3	627	deletion_3
-4	134	3	deletion	3	628	deletion_3
-4	135	3	deletion	3	629	deletion_3
-4	136	3	deletion	3	630	deletion_3
-4	137	3	deletion	3	631	deletion_3
-3	138	3	deletion	3	632	deletion_3
-3	139	3	deletion	3	633	deletion_3
-3	140	3	deletion	3	634	deletion_3
-3	141	3	deletion	3	635	deletion_3
-3	142	3	deletion	3	636	deletion_3
-3	143	3	deletion	3	637	deletion_3
-2	144	3	deletion	3	638	deletion_3
-2	145	3	deletion	3	639	deletion_3
-2	146	3	deletion	3	640	deletion_3
-2	147	3	deletion	3	641	deletion_3
-3	148	3	deletion	3	642	deletion_3
-3	149	3	deletion	3	643	deletion_3
-3	150	3	deletion	3	644	deletion_3
-3	151	3	deletion	3	645	deletion_3
-3	152	3	deletion	3	646	deletion_3
-3	153	3	deletion	3	647	deletion_3
-3	154	3	deletion	3	648	deletion_3
-3	155	3	deletion	3	649	deletion_3
-2	156	3	deletion	3	650	deletion_3
-2	157	3	deletion	3	651	deletion_3
-2	158	3	deletion	3	652	deletion_3
-2	159	3	deletion	3	653	deletion_3
-2	160	3	deletion	3	654	deletion_3
-2	161	3	deletion	3	655	deletion_3
-2	162	3	deletion	3	656	deletion_3
-2	163	3	deletion	3	657	deletion_3
-2	164	3	deletion	3	658	deletion_3
-2	165	3	deletion	3	659	deletion_3
-2	166	3	deletion	3	660	deletion_3
-2	167	3	deletion	3	661	deletion_3
-2	168	3	deletion	3	662	deletion_3
-2	169	3	deletion	3	663	deletion_3
-2	170	3	deletion	3	664	deletion_3
-2	171	3	deletion	3	665	deletion_3
-2	172	3	deletion	3	666	deletion_3
-2	173	3	deletion	3	667	deletion_3
-2	174	3	deletion	3	668	deletion_3
-3	175	3	deletion	3	669	deletion_3
-2	176	3	deletion	3	670	deletion_3
-2	177	3	deletion	3	671	deletion_3
-1	178	3	deletion	3	672	deletion_3
-1	179	3	deletion	3	673	deletion_3
-1	180	3	deletion	3	674	deletion_3
-1	181	3	deletion	3	675	deletion_3
-1	182	3	deletion	3	676	deletion_3
-1	183	3	deletion	3	677	deletion_3
-1	184	3	deletion	3	678	deletion_3
-1	185	3	deletion	3	679	deletion_3
-1	186	3	deletion	3	680	deletion_3
-2	187	3	deletion	3	681	deletion_3
-3	188	3	deletion	3	682	deletion_3
-3	189	3	deletion	3	683	deletion_3
-3	190	3	deletion	3	684	deletion_3
-4	191	3	deletion	3	685	deletion_3
-3	192	3	deletion	3	686	deletion_3
-3	193	3	deletion	3	687	deletion_3
-3	194	3	deletion	3	688	deletion_3
-3	195	3	deletion	3	689	deletion_3
-3	196	3	deletion	3	690	deletion_3
-2	197	3	deletion	3	691	deletion_3
-2	198	3	deletion	3	692	deletion_3
0	199	3	deletion	3	693	deletion_3
-5	1	4	deletion	4	694	deletion_4
-5	2	4	deletion	4	695	deletion_4
-5	3	4	deletion	4	696	deletion_4
-5	4	4	deletion	4	697	deletion_4
-4	5	4	deletion	4	698	deletion_4
-4	6	4	deletion	4	699	deletion_4
-4	7	4	deletion	4	700	deletion_4
-5	8	4	deletion	4	701	deletion_4
-5	9	4	deletion	4	702	deletion_4
-5	10	4	deletion	4	703	deletion_4
-5	11	4	deletion	4	704	deletion_4
-5	12	4	deletion	4	705	deletion_4
-5	13	4	deletion	4	706	deletion_4
-4	14	4	deletion	4	707	deletion_4
-4	15	4	deletion	4	708	deletion_4
-4	16	4	deletion	4	709	deletion_4
-4	17	4	deletion	4	710	deletion_4
-4	18	4	deletion	4	711	deletion_4
-4	19	4	deletion	4	712	deletion_4
-6	20	4	deletion	4	713	deletion_4
-4	21	4	deletion	4	714	deletion_4
-4	22	4	deletion	4	715	deletion_4
-5	23	4	deletion	4	716	deletion_4
-5	24	4	deletion	4	717	deletion_4
-5	25	4	deletion	4	718	deletion_4
-5	26	4	deletion	4	719	deletion_4
-6	27	4	deletion	4	720	deletion_4
-6	28	4	deletion	4	721	deletion_4
-6	29	4	deletion	4	722	deletion_4
-6	30	4	deletion	4	723	deletion_4
-6	31	4	deletion	4	724	deletion_4
-6	32	4	deletion	4	725	deletion_4
-6	33	4	deletion	4	726	deletion_4
-6	34	4	deletion	4	727	deletion_4
-6	35	4	deletion	4	728	deletion_4
-6	36	4	deletion	4	729	deletion_4
-6	37	4	deletion	4	730	deletion_4
-5	38	4	deletion	4	731	deletion_4
-5	39	4	deletion	4	732	deletion_4
-5	40	4	deletion	4	733	deletion_4
-6	41	4	deletion	4	734	deletion_4
-6	42	4	deletion	4	735	deletion_4
-7	43	4	deletion	4	736	deletion_4
-6	44	4	deletion	4	737	deletion_4
-6	45	4	deletion	4	738	deletion_4
-6	46	4	deletion	4	739	deletion_4
-6	47	4	deletion	4	740	deletion_4
-6	48	4	deletion	4	741	deletion_4
-5	49	4	deletion	4	742	deletion_4
-3	50	4	deletion	4	743	deletion_4
0	51	4	deletion	4	744	deletion_4
0	52	4	deletion	4	745	deletion_4
-3	53	4	deletion	4	746	deletion_4
-3	54	4	deletion	4	747	deletion_4
-3	55	4	deletion	4	748	deletion_4
-3	56	4	deletion	4	749	deletion_4
-3	57	4	deletion	4	750	deletion_4
-3	58	4	deletion	4	751	deletion_4
-3	59	4	deletion	4	752	deletion_4
-3	60	4	deletion	4	753	deletion_4
-3	61	4	deletion	4	754	deletion_4
-3	62	4	deletion	4	755	deletion_4
-3	63	4	deletion	4	756	deletion_4
-3	64	4	deletion	4	757	deletion_4
-3	65	4	deletion	4	758	deletion_4
-3	66	4	deletion	4	759	deletion_4
-3	67	4	deletion	4	760	deletion_4
-3	68	4	deletion	4	761	deletion_4
-3	69	4	deletion	4	762	deletion_4
-3	70	4	deletion	4	763	deletion_4
-3	71	4	deletion	4	764	deletion_4
-3	72	4	deletion	4	765	deletion_4
-3	73	4	deletion	4	766	deletion_4
-3	74	4	deletion	4	767	deletion_4
-3	75	4	deletion	4	768	deletion_4
-3	76	4	deletion	4	769	deletion_4
-3	77	4	deletion	4	770	deletion_4
-3	78	4	deletion	4	771	deletion_4
-3	79	4	deletion	4	772	deletion_4
-3	80	4	deletion	4	773	deletion_4
-3	81	4	deletion	4	774	deletion_4
-3	82	4	deletion	4	775	deletion_4
-3	83	4	deletion	4	776	deletion_4
-3	84	4	deletion	4	777	deletion_4
-3	85	4	deletion	4	778	deletion_4
-3	86	4	deletion	4	779	deletion_4
-3	87	4	deletion	4	780	deletion_4
-3	88	4	deletion	4	781	deletion_4
-3	89	4	deletion	4	782	deletion_4
-3	90	4	deletion	4	783	deletion_4
-3	91	4	deletion	4	784	deletion_4
-3	92	4	deletion	4	785	deletion_4
-3	93	4	deletion	4	786	deletion_4
-3	94	4	deletion	4	787	deletion_4
-3	95	4	deletion	4	788	deletion_4
-3	96	4	deletion	4	789	deletion_4
-3	97	4	deletion	4	790	deletion_4
-3	98	4	deletion	4	791	deletion_4
-3	99	4	deletion	4	792	deletion_4
-3	100	4	deletion	4	793	deletion_4
-3	101	4	deletion	4	794	deletion_4
-3	102	4	deletion	4	795	deletion_4
-3	103	4	deletion	4	796	deletion_4
-3	104	4	deletion	4	797	deletion_4
-3	105	4	deletion	4	798	deletion_4
-3	106	4	deletion	4	799	deletion_4
-3	107	4	deletion	4	800	deletion_4
-3	108	4	deletion	4	801	deletion_4
-3	109	4	deletion	4	802	deletion_4
-3	110	4	deletion	4	803	deletion_4
-3	111	4	deletion	4	804	deletion_4
-3	112	4	deletion	4	805	deletion_4
-3	113	4	deletion	4	806	deletion_4
-3	114	4	deletion	4	807	deletion_4
-3	115	4	deletion	4	808	deletion_4
-3	116	4	deletion	4	809	deletion_4
-3	117	4	deletion	4	810	deletion_4
-3	118	4	deletion	4	811	deletion_4
-3	119	4	deletion	4	812	deletion_4
-3	120	4	deletion	4	813	deletion_4
-3	121	4	deletion	4	814	deletion_4
-3	122	4	deletion	4	815	deletion_4
-3	123	4	deletion	4	816	deletion_4
-3	124	4	deletion	4	817	deletion_4
-3	125	4	deletion	4	818	deletion_4
-3	126	4	deletion	4	819	deletion_4
-3	127	4	deletion	4	820	deletion_4
-3	128	4	deletion	4	821	deletion_4
-3	129	4	deletion	4	822	deletion_4
-3	130	4	deletion	4	823	deletion_4
-3	131	4	deletion	4	824	deletion_4
-3	132	4	deletion	4	825	deletion_4
-3	133	4	deletion	4	826	deletion_4
-3	134	4	deletion	4	827	deletion_4
-3	135	4	deletion	4	828	deletion_4
-3	136	4	deletion	4	829	deletion_4
-3	137	4	deletion	4	830	deletion_4
-3	138	4	deletion	4	831	deletion_4
-3	139	4	deletion	4	832	deletion_4
-3	140	4	deletion	4	833	deletion_4
-3	141	4	deletion	4	834	deletion_4
-3	142	4	deletion	4	835	deletion_4
-3	143	4	deletion	4	836	deletion_4
-3	144	4	deletion	4	837	deletion_4
-3	145	4	deletion	4	838	deletion_4
-3	146	4	deletion	4	839	deletion_4
-3	147	4	deletion	4	840	deletion_4
-4	148	4	deletion	4	841	deletion_4
-4	149	4	deletion	4	842	deletion_4
-4	150	4	deletion	4	843	deletion_4
-4	151	4	deletion	4	844	deletion_4
-4	152	4	deletion	4	845	deletion_4
-4	153	4	deletion	4	846	deletion_4
-4	154	4	deletion	4	847	deletion_4
-4	155	4	deletion	4	848	deletion_4
-3	156	4	deletion	4	849	deletion_4
-3	157	4	deletion	4	850	deletion_4
-3	158	4	deletion	4	851	deletion_4
-5	159	4	deletion	4	852	deletion_4
-5	160	4	deletion	4	853	deletion_4
-5	161	4	deletion	4	854	deletion_4
-5	162	4	deletion	4	855	deletion_4
-5	163	4	deletion	4	856	deletion_4
-5	164	4	deletion	4	857	deletion_4
-5	165	4	deletion	4	858	deletion_4
-5	166	4	deletion	4	859	deletion_4
-5	167	4	deletion	4	860	deletion_4
-5	168	4	deletion	4	861	deletion_4
-5	169	4	deletion	4	862	deletion_4
-5	170	4	deletion	4	863	deletion_4
-5	171	4	deletion	4	864	deletion_4
-4	172	4	deletion	4	865	deletion_4
-4	173	4	deletion	4	866	deletion_4
-5	174	4	deletion	4	867	deletion_4
-5	175	4	deletion	4	868	deletion_4
-5	176	4	deletion	4	869	deletion_4
-5	177	4	deletion	4	870	deletion_4
-5	178	4	deletion	4	871	deletion_4
-5	179	4	deletion	4	872	deletion_4
-5	180	4	deletion	4	873	deletion_4
-5	181	4	deletion	4	874	deletion_4
-6	182	4	deletion	4	875	deletion_4
-5	183	4	deletion	4	876	deletion_4
-7	184	4	deletion	4	877	deletion_4
-7	185	4	deletion	4	878	deletion_4
-7	186	4	deletion	4	879	deletion_4
-7	187	4	deletion	4	880	deletion_4
-8	188	4	deletion	4	881	deletion_4
-8	189	4	deletion	4	882	deletion_4
-7	190	4	deletion	4	883	deletion_4
-7	191	4	deletion	4	884	deletion_4
0	192	4	deletion	4	885	deletion_4
-4	1	5	deletion	5	886	deletion_5
-4	2	5	deletion	5	887	deletion_5
-4	3	5	deletion	5	888	deletion_5
-4	4	5	deletion	5	889	deletion_5
-4	5	5	deletion	5	890	deletion_5
-4	6	5	deletion	5	891	deletion_5
-4	7	5	deletion	5	892	deletion_5
-4	8	5	deletion	5	893	deletion_5
-4	9	5	deletion	5	894	deletion_5
-5	10	5	deletion	5	895	deletion_5
-5	11	5	deletion	5	896	deletion_5
-5	12	5	deletion	5	897	deletion_5
-5	13	5	deletion	5	898	deletion_5
-5	14	5	deletion	5	899	deletion_5
-5	15	5	deletion	5	900	deletion_5
-5	16	5	deletion	5	901	deletion_5
-5	17	5	deletion	5	902	deletion_5
-5	18	5	deletion	5	903	deletion_5
-5	19	5	deletion	5	904	deletion_5
-5	20	5	deletion	5	905	deletion_5
-5	21	5	deletion	5	906	deletion_5
-5	22	5	deletion	5	907	deletion_5
-5	23	5	deletion	5	908	deletion_5
-5	24	5	deletion	5	909	deletion_5
-5	25	5	deletion	5	910	deletion_5
-5	26	5	deletion	5	911	deletion_5
-5	27	5	deletion	5	912	deletion_5
-4	28	5	deletion	5	913	deletion_5
-4	29	5	deletion	5	914	deletion_5
-4	30	5	deletion	5	915	deletion_5
-4	31	5	deletion	5	916	deletion_5
-6	32	5	deletion	5	917	deletion_5
-4	33	5	deletion	5	918	deletion_5
-3	34	5	deletion	5	919	deletion_5
-2	35	5	deletion	5	920	deletion_5
-2	36	5	deletion	5	921	deletion_5
-1	37	5	deletion	5	922	deletion_5
-1	38	5	deletion	5	923	deletion_5
-1	39	5	deletion	5	924	deletion_5
-1	40	5	deletion	5	925	deletion_5
-1	41	5	deletion	5	926	deletion_5
-1	42	5	deletion	5	927	deletion_5
-1	43	5	deletion	5	928	deletion_5
-1	44	5	deletion	5	929	deletion_5
0	45	5	deletion	5	930	deletion_5
0	46	5	deletion	5	931	deletion_5
0	47	5	deletion	5	932	deletion_5
0	48	5	deletion	5	933	deletion_5
0	49	5	deletion	5	934	deletion_5
-1	50	5	deletion	5	935	deletion_5
-1	51	5	deletion	5	936	deletion_5
-1	52	5	deletion	5	937	deletion_5
-1	53	5	deletion	5	938	deletion_5
-1	54	5	deletion	5	939	deletion_5
-2	55	5	deletion	5	940	deletion_5
-2	56	5	deletion	5	941	deletion_5
-2	57	5	deletion	5	942	deletion_5
-2	58	5	deletion	5	943	deletion_5
-2	59	5	deletion	5	944	deletion_5
-2	60	5	deletion	5	945	deletion_5
-2	61	5	deletion	5	946	deletion_5
-3	62	5	deletion	5	947	deletion_5
-2	63	5	deletion	5	948	deletion_5
-2	64	5	deletion	5	949	deletion_5
-2	65	5	deletion	5	950	deletion_5
-2	66	5	deletion	5	951	deletion_5
-2	67	5	deletion	5	952	deletion_5
-3	68	5	deletion	5	953	deletion_5
-2	69	5	deletion	5	954	deletion_5
-1	70	5	deletion	5	955	deletion_5
-1	71	5	deletion	5	956	deletion_5
-1	72	5	deletion	5	957	deletion_5
-1	73	5	deletion	5	958	deletion_5
-1	74	5	deletion	5	959	deletion_5
-1	75	5	deletion	5	960	deletion_5
-1	76	5	deletion	5	961	deletion_5
-1	77	5	deletion	5	962	deletion_5
-1	78	5	deletion	5	963	deletion_5
-1	79	5	deletion	5	964	deletion_5
0	80	5	deletion	5	965	deletion_5
0	81	5	deletion	5	966	deletion_5
0	82	5	deletion	5	967	deletion_5
-3	83	5	deletion	5	968	deletion_5
-4	84	5	deletion	5	969	deletion_5
-5	85	5	deletion	5	970	deletion_5
-5	86	5	deletion	5	971	deletion_5
-5	87	5	deletion	5	972	deletion_5
-5	88	5	deletion	5	973	deletion_5
-5	89	5	deletion	5	974	deletion_5
-3	90	5	deletion	5	975	deletion_5
-3	91	5	deletion	5	976	deletion_5
-3	92	5	deletion	5	977	deletion_5
-3	93	5	deletion	5	978	deletion_5
-3	94	5	deletion	5	979	deletion_5
-3	95	5	deletion	5	980	deletion_5
-3	96	5	deletion	5	981	deletion_5
-3	97	5	deletion	5	982	deletion_5
-3	98	5	deletion	5	983	deletion_5
-3	99	5	deletion	5	984	deletion_5
-4	100	5	deletion	5	985	deletion_5
-4	101	5	deletion	5	986	deletion_5
-4	102	5	deletion	5	987	deletion_5
-4	103	5	deletion	5	988	deletion_5
-4	104	5	deletion	5	989	deletion_5
-3	105	5	deletion	5	990	deletion_5
-3	106	5	deletion	5	991	deletion_5
-3	107	5	deletion	5	992	deletion_5
-2	108	5	deletion	5	993	deletion_5
-1	109	5	deletion	5	994	deletion_5
-1	110	5	deletion	5	995	deletion_5
-1	111	5	deletion	5	996	deletion_5
-2	112	5	deletion	5	997	deletion_5
-2	113	5	deletion	5	998	deletion_5
-2	114	5	deletion	5	999	deletion_5
-2	115	5	deletion	5	1000	deletion_5
-2	116	5	deletion	5	1001	deletion_5
-2	117	5	deletion	5	1002	deletion_5
-2	118	5	deletion	5	1003	deletion_5
-2	119	5	deletion	5	1004	deletion_5
-2	120	5	deletion	5	1005	deletion_5
-2	121	5	deletion	5	1006	deletion_5
-2	122	5	deletion	5	1007	deletion_5
-2	123	5	deletion	5	1008	deletion_5
-2	124	5	deletion	5	1009	deletion_5
-2	125	5	deletion	5	1010	deletion_5
-2	126	5	deletion	5	1011	deletion_5
-2	127	5	deletion	5	1012	deletion_5
-2	128	5	deletion	5	1013	deletion_5
-2	129	5	deletion	5	1014	deletion_5
-2	130	5	deletion	5	1015	deletion_5
-2	131	5	deletion	5	1016	deletion_5
-2	132	5	deletion	5	1017	deletion_5
-2	133	5	deletion	5	1018	deletion_5
-2	134	5	deletion	5	1019	deletion_5
-2	135	5	deletion	5	1020	deletion_5
-2	136	5	deletion	5	1021	deletion_5
-1	137	5	deletion	5	1022	deletion_5
0	138	5	deletion	5	1023	deletion_5
0	139	5	deletion	5	1024	deletion_5
0	140	5	deletion	5	1025	deletion_5
0	141	5	deletion	5	1026	deletion_5
0	142	5	deletion	5	1027	deletion_5
0	143	5	deletion	5	1028	deletion_5
0	144	5	deletion	5	1029	deletion_5
0	145	5	deletion	5	1030	deletion_5
0	146	5	deletion	5	1031	deletion_5
0	147	5	deletion	5	1032	deletion_5
0	148	5	deletion	5	1033	deletion_5
0	149	5	deletion	5	1034	deletion_5
0	150	5	deletion	5	1035	deletion_5
0	151	5	deletion	5	1036	deletion_5
0	152	5	deletion	5	1037	deletion_5
0	153	5	deletion	5	1038	deletion_5
0	154	5	deletion	5	1039	deletion_5
0	155	5	deletion	5	1040	deletion_5
0	156	5	deletion	5	1041	deletion_5
0	157	5	deletion	5	1042	deletion_5
0	158	5	deletion	5	1043	deletion_5
-1	159	5	deletion	5	1044	deletion_5
-1	160	5	deletion	5	1045	deletion_5
-1	161	5	deletion	5	1046	deletion_5
-1	162	5	deletion	5	1047	deletion_5
-1	163	5	deletion	5	1048	deletion_5
-1	164	5	deletion	5	1049	deletion_5
-1	165	5	deletion	5	1050	deletion_5
-1	166	5	deletion	5	1051	deletion_5
-1	167	5	deletion	5	1052	deletion_5
-1	168	5	deletion	5	1053	deletion_5
